Shake Testing Results from Interface Testing												
Aug-13												
Data generation: Human's used gamepad to propose successful grasps												
"Hardware: WAM arm, Barrett hand"												
Grasp #	Point Arrangement	Triangle Size	Finger Extension	Finger Spread	Finger Limit	Perpendicular Symmetry	Parallel Symmetry	Skewness	Volume Object Enclosed	Wrench Space Volume	Epsilon	Energy
33	0.652039212	0.000146968	0.015114501	0	0.238944626	0.000166564	8.05E-05	1.589743443	9.26E-05	0.000434	0.0122	31.0169
34	0	0.001648365	2.980365792	0.0067	1.03746145	0.000232071	0.000262147	1.563318342	0	0	NaN	92.2418
35	0.717881051	0.000396309	0.015949501	0.4667	0.739752188	0.000167636	7.56E-05	1.765721508	0.000194905	0.000206	0.0211	32.5233
36	0.777951967	0.00017574	0.032078001	0.0185	0.794289282	0.000173358	0.000121509	1.555103175	6.74E-05	5.85E-05	0.000232	21.2533
37	0.698004287	7.70E-05	0.010071501	0	0.754818856	0.000179016	7.22E-05	1.624741401	0.000264306	5.61E-05	0.0052	21.7373
38	0.801045475	0.000198593	0.0022505	0	0.767975665	0.00017705	9.00E-05	1.563321338	9.43E-05	5.50E-05	0.00881	21.9514
39	0	0.001335471	0.057438502	0.445253749	0.119472313	0.000244016	0.000160754	1.563329682	3.87E-05	0.00995	NaN	25.4462
40	0	0	0.124488004	-0.008014413	0.211994388	0.000149852	0.000140687	1.557004111	0.000297957	0.00185	0.0135	36.1674
41	0	0	0.050599502	0	0.604152174	0.000295	0.00035	1.424474735	0	0.00124	0.0236	38.3535
42	0.192942294	7.15E-06	0.000258	0.095	1.131273354	0.000130764	9.88E-05	1.565746631	6.95E-11	1.54E-05	NaN	28.0862
43	0.09720805	3.65E-06	0.0014315	0	1.110689314	0.000130609	9.78E-05	1.764274871	9.23E-10	0.000173	NaN	25.4609
44	0.181579343	1.70E-06	0.0001295	0	1.125968189	0.000145195	8.78E-05	1.555159687	9.62E-10	5.51E-06	NaN	25.8549
46	0.1890223	1.57E-05	0.0005255	0	1.155040492	0.000143111	7.02E-05	1.533784454	3.63E-09	6.36E-06	NaN	27.6286
47	0.176323875	4.48E-06	0.0004875	0.0334	1.17010716	0.000135479	9.58E-05	1.563292576	0	0.000116	NaN	24.8531
48	0.273947731	5.04E-06	0.0021125	0.0713	1.110477107	0.000147908	9.36E-05	1.603788928	2.84E-09	0.000176	NaN	27.6622
49	0.57810701	2.02E-05	0.0036555	0.0022	0.971481788	0.000131608	9.61E-05	1.541749014	2.55E-07	4.95E-05	NaN	38.6409
50	0	0	0.053076501	0.333	0.754182236	0.000167895	0.000113689	1.5894682	0.000158581	0.00118	NaN	36.968
51	0.36457257	2.46E-05	0.0020085	0	1.158648004	0.00012293	0.000103662	1.525743756	2.29E-12	0.000106	NaN	24.2918
52	0	0	0.29103651	0.145	0.821451726	0.000169217	0.000111872	1.745420169	9.82E-07	0.000223	NaN	32.9322
53	0.368018683	5.91E-06	0.002366	0	1.154403872	0.000132602	9.23E-05	1.555094719	1.43E-09	0.0001	NaN	30.4084
54	0.769466852	2.21E-05	0.0039605	0.1136	0.778373789	0.000193557	0.000102153	1.47787116	9.14E-05	0.000274	NaN	58.6217
55	0	0	0.079538002	0.465	0.834820742	0.000182696	0.000110917	1.568608287	0.000244554	0.000437	0.0212	34.0696
56	0.123458996	3.73E-06	0.0049415	0.017	1.057213252	0.000147203	8.36E-05	1.555341192	1.28E-09	1.74E-05	NaN	31.0692
57	0.410557997	1.37E-05	0.61004602	0	0.852646095	9.93E-05	0.000118302	1.602941597	5.14E-13	0.000105	NaN	34.5217
58	0.849615451	1.15E-05	0.0013115	0	0.931799155	0.000135238	9.34E-05	1.533749101	4.58E-07	0.000137	NaN	35.6119
59	0.880506375	5.26E-05	0.046695501	-0.0026462	0.773705242	0.000133923	9.14E-05	1.603894789	1.65E-05	0.000128	0.00934	55.7228
60	0.09595999	8.07E-07	0.0104795	-0.009295275	1.062094004	0.000128348	9.13E-05	1.555478612	9.76E-10	1.93E-05	NaN	27.5903
61	0.573132743	0.000129414	0.169526006	0	0.498897703	0.000197404	8.94E-05	1.644898785	6.87E-05	0.000197	0.00986	21.4136
62	0.876940495	0.000374359	0.012678	0.27256	0.600332455	0.000163898	0.000113079	1.603722199	0.000153107	0.000634	0.00198	18.9323
63	0.50470619	0.000146519	0.60388652	0	0.465369061	0.00015061	0.000106034	1.79364821	0.000121815	0.000346	NaN	39.5118
64	0.669528846	0.000282139	0.061656002	0.00419	0.623250767	0.000160243	7.55E-05	1.745549062	2.44E-05	0.00014	NaN	46.036
65	0.698393475	0.000241172	0.080073503	0.04408	0.492955919	0.000181228	0.000105304	1.555298244	0.000133131	0.000422	NaN	23.2299
66	0.573321375	0.000407583	0.0014435	0	0.599483629	0.000164388	8.62E-05	1.443304724	0.000108516	0.000197	NaN	14.5164
67	0.617566264	0.000147037	0.379864511	0	0.621340909	0.000208502	0.000119058	1.531908249	6.17E-05	0.000261	1.98E-17	29.1582
68	0.849186142	0.000612022	0.007262	0.0669	0.588661093	0.00014632	8.49E-05	1.603895276	0.000160523	0.000416	NaN	13.8336
69	0.623276783	0.000140958	0.0015245	0	0.990368175	0.00019743	3.35E-05	1.571286292	1.12E-05	3.46E-05	NaN	51.6569
70	0.845361911	2.52E-05	0.146064505	0.2882	0.71216533	0.000180668	7.07E-05	1.59052773	2.76E-05	0.000269	NaN	38.5878
71	0.798366156	0.000485781	0.413290513	0.1368	0.625797247	0.000168917	0.000113251	1.603090255	9.54E-05	0.000454	NaN	30.8638
72	0.751130494	0.00017728	0.074648003	0	0.534548411	0.000189152	8.78E-05	1.603068331	7.80E-05	0.000183	NaN	21.0142
73	0	0	0.83808825	0	1.008291338	0.000195477	8.86E-05	1.60352266	0.000288	3.07E-07	NaN	85.3292
74	0.806675255	0.000242621	0.041478001	0.1477	0.537943717	0.000147097	8.88E-05	1.5632874	0.000160404	0.000535	0.021	22.5214
75	0.569270584	0.000144469	0.0026165	0.0156	0.976999159	0.000192608	3.40E-05	1.581741549	1.16E-05	1.22E-05	NaN	51.7311
76	0.674260756	0.000255979	0.040146002	0	0.502293009	0.000185081	0.000101301	1.603684091	0.000152632	0.000347	NaN	49.7728
77	0.572015908	2.57E-05	0.003872	0	0.45115122	0.000171155	0.000111212	1.563302523	8.79E-05	0.000301	0.0136	28.3666
78	0.776788104	7.47E-05	0.020709501	0.00654123	0.542187849	0.000194814	9.03E-05	1.645642303	9.20E-05	0.000205	0.008	28.2176
79	0.688726972	6.77E-05	0.380269513	0.01153004	0.49974653	0.000163264	0.000107914	1.601725811	0.000117453	0.000343	NaN	30.6168
80	0.910005995	0.000130469	0.0079385	0	0.778161581	8.63E-05	0.000103148	1.548607601	8.60E-06	0.00118	0.0239	61.4359
81	0.810531558	9.07E-05	0.051066502	0.079	0.755243269	8.41E-05	9.08E-05	1.577926995	8.17E-06	0.00125	0.014	59.764
82	0.736047596	0.000699134	0.103353504	0	0.192683588	7.37E-05	0.000141118	1.644332985	7.32E-05	0.000373	NaN	40.4006
83	0.581180557	0.000189692	0.115503504	0.083	0.691793498	8.22E-05	8.14E-05	1.569726984	1.47E-05	0.00133	0.00453	61.2181
84	0.709442671	0.000241481	0.013135501	0.464	0.750574724	8.52E-05	0.000103745	1.559325539	1.70E-05	0.00369	0.0507	61.1773
85	0.805710474	0.000126174	0.109111504	0	0.706647959	8.42E-05	8.03E-05	1.68015292	1.42E-05	0.00173	NaN	69.0948
86	0.81168871	0.000128039	0.0077765	0.06	0.773068623	8.88E-05	0.000105492	1.569704854	7.91E-06	0.0011	0.0237	65.1678
87	0.84501428	0.000121646	0.0031785	0.027	0.795774729	8.90E-05	9.29E-05	1.584324625	7.85E-06	0.00144	0.0157	67.2349
88	0.596228583	0.000563659	0.074594003	1.04	0.62685828	8.13E-05	0.000111053	1.573112179	4.06E-05	0.00265	0.0403	62.1947
89	0.929341959	0.000167411	0.024866001	0.129	0.813387876	8.77E-05	9.62E-05	1.56968971	8.51E-06	0.00135	NaN	69.571
90	0.917361253	0.00014145	0.008882	0.001	0.778798201	8.77E-05	0.00010357	1.573092074	8.22E-06	0.00101	NaN	65.2137
91	0.922152644	0.000124344	0.033819502	0.129	0.816995388	9.02E-05	0.000104407	1.638457571	8.06E-06	0.00183	NaN	73.0525
92	0.897105982	8.27E-05	0.0047255	0	0.792167217	9.00E-05	9.82E-05	1.569313429	5.45E-06	0.000481	NaN	70.4348
93	0.909603389	0.000110907	0.0027135	0	0.792591629	9.12E-05	9.37E-05	1.569655461	5.91E-06	0.00105	NaN	76.351
94	0	0	0.699025504	0	1.054552376	0.000115698	0.000128236	1.567406839	5.43E-05	0	NaN	110.489
95	0.93684884	0.000186873	0.016926	0.227	0.806597264	8.92E-05	9.12E-05	1.56976366	9.05E-06	0.00213	NaN	69.9365
96	0.65535412	0.00055039	0.0011805	-0.006475864	0.272473267	7.37E-05	6.96E-05	1.570216518	5.51E-05	0.0014	NaN	45.9654
97	0.565161999	0.000236908	0.001698	-0.006853557	0.017188735	8.48E-05	8.77E-05	1.576578321	4.58E-05	0.00323	NaN	38.268
98	0.620958982	6.08E-05	0.018724501	0.383	0.902726852	0.000134573	0.000118828	1.565751316	1.14E-06	7.41E-05	NaN	31.149
99	0	0	0.004736	0.088	0.747816038	0.000295	0.00038602	1.603778088	0	0.00027	0.00114	29.2966
100	0	0	2.048860458	0	0.706109148	0.000295	0.00038602	1.746276407	0	0.000227	NaN	66.9964
101	0	0	0.197694005	0	0.728293031	0.000116518	0.000141627	1.563432688	1.23E-05	0.00176	NaN	41.754
102	0	0	0	0	0	0.000295	0.00038602	1.603799457	0	0	NaN	109.208
103	0.805794496	4.43E-05	2.45E-05	0	0.872593516	0.000105339	0.00012184	1.563297053	2.20E-06	0.000121	0.00461	26.2177
104	0.82716419	5.48E-05	0.0012185	0.002	0.847128724	0.000122332	8.44E-05	1.556322097	1.16E-05	4.63E-05	0.00208	50.9045
105	0	0.001181376	0.421664014	0.061	0.883416052	0.000205131	0.000194784	1.563323328	0	0.00149	0.00136	29.0581
106	0.861789605	5.71E-06	0.0222455	0.03	0.75333341	0.000126542	8.91E-05	1.549934391	4.41E-06	0.000409	NaN	52.233
107	0.848445263	1.37E-05	0.211263507	1.03	0.851585062	0.000133405	9.53E-05	1.563173538	1.24E-05	0.000213	NaN	46.3375
108	0.937137189	3.82E-05	0.001754	0	0.89911934	0.000126782	0.000112819	1.605454125	1.28E-06	0.00168	NaN	27.9685
109	0	0	0.052962502	0	0.745057353	0.000295	0.00038602	1.613742087	0	0.000224	NaN	28.759
110	0.959964116	1.82E-05	0.0004335	0.042	0.967662069	0.000119086	0.000118733	1.603774779	3.50E-07	0.000548	NaN	30.6049
111	0.841112911	3.91E-06	0.020116501	0	0.922462065	0.000145836	0.000101867	1.348478753	6.25E-08	0.00116	NaN	37.7668
112	0.693010171	8.02E-05	0.0122885	0.104	0.833759708	0.000123067	0.000103725	1.563491517	1.10E-05	0.000104	0.00646	38.1533
113	0.836636161	1.74E-05	0.023265501	0.119	0.971693995	0.000136012	0.000115231	1.603612241	8.21E-09	0.000423	NaN	32.9401
114	0	0	0.464626514	0	0.613701471	0.000107994	0.000152912	1.555298244	2.51E-07	0.00147	NaN	29.7676
115	0	0.001761759	0.375168512	0	0.686063919	0.00017011	0.000181575	1.555095865	0	0.00129	NaN	34.7983
116	0.716431801	9.51E-05	0.0098385	-0.00543892	0.852433889	0.000121699	8.24E-05	1.765543912	2.18E-05	7.97E-05	NaN	54.0323
117	0	0.002343037	0.041914501	-0.005762499	0.79068177	0.000155326	0.000198957	1.56352058	0	0.00142	0.00814	27.1643
118	0.869750691	0.000108453	0.112459503	1.56	0.833335296	0.000137066	0.000108507	3.060186084	1.04E-05	0.000583	NaN	37.6639
119	0.614365846	1.24E-05	0.0003185	0	0.952170988	0.000130687	0.000107834	1.603903428	5.18E-07	0.000433	NaN	19.9124
120	0.701101769	5.52E-05	0.027026001	0.039	0.728080825	9.97E-05	9.30E-05	1.628610344	2.67E-05	0.000341	0.014	27.4005
121	0.812428873	1.61E-05	0.0074135	0.002	0.721714627	0.000128334	8.98E-05	1.75204368	2.53E-05	0.000698	NaN	43.4303
122	0.881815962	0.000182051	0.048902002	0.463	0.814661116	0.000102	9.05E-05	1.569722587	4.21E-05	0.000526	0.00274	29.3125
123	0.741883514	0.000171509	0.0008115	0.302	0.741025427	0.000132525	9.44E-05	1.074174522	1.51E-05	0.000564	NaN	59.2275
124	0.614829575	1.82E-05	0.0026205	0.081	0.953019814	0.000128861	0.000105188	1.533831274	3.18E-07	0.000225	NaN	19.6785
125	0.564843799	1.46E-05	0.0020265	0.028	0.963205731	0.00012806	0.000108953	1.603737461	2.24E-07	0.000255	NaN	19.9748
126	0.422913919	0.000149799	0.680221521	1.07	0.494653571	0.00011102	0.00010098	1.589746992	0.00019801	2.05E-05	NaN	66.1036
127	0.548302419	4.51E-05	0.035686501	0	0.906546571	0.000131598	0.00011788	1.677663339	4.05E-08	0.00171	NaN	19.2751
128	0.909997179	4.48E-05	0.093243503	0.004	0.897421687	0.000138661	0.000114746	1.579019152	2.48E-07	0.00123	NaN	24.0717
129	0.487868908	9.75E-06	0.00095	0.045	0.982092118	0.000115636	9.79E-05	1.555098593	4.51E-07	0.000272	NaN	19.0521
130	0.973895575	0.000112057	0.021574501	0	0.827605718	0.000123892	8.20E-05	1.563349338	2.23E-05	0.000487	NaN	31.1625
131	0.706516033	8.79E-05	0.005082	0.093	0.932647981	0.000109473	7.44E-05	1.555279785	1.33E-05	0.000263	NaN	21.5137
132	0.775028757	5.39E-05	0.215443507	0	0.719380355	0.000123837	0.000101221	1.764789142	1.36E-06	0.00053	NaN	28.1838
133	0.774296491	1.23E-05	0.0082095	0	0.90781981	0.000137581	0.000107612	1.603655941	1.47E-07	0.000165	NaN	20.7204
134	0.979885525	6.34E-05	0.0003815	0	0.812114637	0.0001155	0.000103516	1.581717208	5.74E-06	0.000378	NaN	28.0766
135	0.727288746	8.89E-05	2.45E-05	-0.009336315	0.733810403	0.000130277	0.000103422	1.555305583	3.27E-05	0.000269	0.0154	49.7954
136	0.844240858	2.20E-05	0.129026005	0.629020399	0.871744689	0.000134572	9.72E-05	1.051787322	3.68E-06	0.00203	NaN	26.7912
137	0.593124116	1.74E-05	0.015681501	0.383	0.866863938	0.000165582	0.000101472	1.563287092	2.82E-06	0.00019	NaN	20.1841
138	0.635162161	4.78E-06	0.0004865	0.21	0.928616056	0.000163109	0.000102138	1.555093416	2.10E-06	0.000105	NaN	20.7726
139	0.871054413	1.44E-05	0.026898001	0	0.73274937	0.000193003	0.000104639	1.596875703	2.01E-05	8.10E-05	5.10E-17	38.2057
140	0.855514679	6.69E-07	0.222295506	0	0.692005704	0.000190937	0.000104409	1.597940243	5.12E-06	0.000125	NaN	43.7834
141	0.802767189	5.00E-05	0.023788501	0	0.846704311	0.000151268	0.000116289	1.555117349	7.45E-07	0.000358	NaN	17.5756
142	0.828810667	4.32E-05	0.0022995	0	0.895087415	0.000143986	0.000109236	1.573721309	1.10E-06	4.96E-05	NaN	18.5719
143	0.877544348	0.000410754	0.0138305	0.745	0.709618851	0.000185441	0.000102256	1.037734376	3.88E-05	0.000346	0.00612	43.9595
144	0.815879683	2.55E-05	0.0038465	0.243	0.790469564	0.000151	0.000102366	1.555151014	1.81E-05	0.000277	NaN	25.8349
145	0.90554591	2.28E-05	0.015924501	0.026	0.789620737	0.000174836	9.69E-05	1.732961168	9.26E-06	0.000187	NaN	27.3199
146	0	0	0.159666505	1.07	0.648503352	0.000159633	0.000131915	1.560306936	0.000211192	0.00133	NaN	40.7254
147	0	0	0.222585508	0	0.727444205	0.000174011	0.000146672	1.764250672	2.83E-05	0.00061	NaN	24.0077
148	0.606276517	6.47E-05	0.014995501	0.127	0.872169103	0.000153708	0.000110719	1.64562765	1.38E-06	0.000615	NaN	19.0355
149	0.998180146	1.05E-06	0.161934504	0.031	0.843733418	0.000157734	0.000105149	1.55509342	2.25E-06	0.000372	0.0106	24.579
150	0	0	0.298785509	0.026	0.8012921	0.000161003	0.000121276	1.56337569	1.61E-05	0.000521	0.0159	30.4258
151	0.764218889	9.62E-05	0.001338	0.096	0.744208526	0.000179438	1.00E-04	1.56722558	1.70E-05	6.59E-05	0.00962	34.9291
152	0.777286212	4.19E-05	0.0002495	0	0.736781295	0.000148004	0.000104447	1.55509724	3.45E-05	9.87E-05	0.00635	53.8394
153	0.985264759	3.16E-05	0.0072485	0	0.82993999	0.000161251	0.000109059	1.603155903	2.74E-06	7.36E-05	NaN	22.1861
154	0.864335539	5.41E-05	0.010518	0	0.777312755	0.00015304	9.91E-05	1.563293283	9.44E-06	0.000112	NaN	29.704
155	0.930138496	1.00E-04	0.016146501	-0.002872212	0.852009476	0.00016806	8.37E-05	1.555426872	1.57E-05	7.59E-05	NaN	21.2635
156	0	0	2.560932833	1.477779035	0.948873491	0.000295	0.00038439	1.677105095	0	0	NaN	80.7849
157	0.11940867	1.61E-05	0.07192951	0.1825	1.169977078	0.000144698	9.98E-05	1.603745073	9.93E-11	0	NaN	36.5753
158	0.912341904	9.27E-05	0.222498506	1.512	0.9589616	0.000174509	0.000102482	3.055317616	5.70E-06	0.000415	NaN	29.2353
159	0.840106478	0.000431309	0.0017735	0.2106	0.651686451	0.000176316	0.000121858	2.073922439	3.62E-05	0.000988	NaN	27.0728
160	0.053855282	9.10E-06	0.055334002	0.01067	1.126392602	0.000136702	0.000108227	1.563296976	5.75E-11	3.84E-05	NaN	40.7664
161	0.712743734	1.27E-05	0.0086645	0.0506	0.667601946	0.00018089	0.000111058	1.677105095	9.80E-06	0.000371	NaN	45.9158
162	0.178157324	3.01E-06	1.000244295	0.243	1.100389	0.000147316	0.000107875	1.362055276	2.78E-09	0	NaN	42.3667
163	0.380389516	2.64E-05	0.043314001	0	1.046602922	0.00014861	0.00011599	1.611907712	1.27E-07	4.00E-05	NaN	39.9107
164	0.858268398	7.97E-05	0.032419501	0.0734	0.807870504	0.000158824	0.000104896	1.76573096	9.40E-06	0.000178	NaN	50.367
165	0.672858474	3.17E-05	0.181410505	0	0.808294917	0.000167143	9.34E-05	1.563290675	6.76E-06	0.000302	0.00165	52.0981
166	0	0	1.1737374	0.485	0.944629359	0.000198203	0.000128243	1.56349112	0.000157964	1.86E-05	NaN	51.8449
167	0	0.013754557	1.530639563	0	0.498897705	0.0001475	0.000260486	1.573263183	0	0.000179	NaN	47.3812
168	0	0	0.034443501	0.1486	1.199816083	0.000153199	0.000144384	1.603891386	9.57E-08	0	NaN	43.076
169	0.40895511	5.11E-05	0.114223504	0	1.075887433	0.000148229	9.60E-05	1.571286041	2.73E-07	3.41E-05	NaN	38.6417
170	0	0	0.0118115	0.0107	1.137215138	0.000295	0.0004175	1.555096523	0	4.41E-05	NaN	51.2567
171	0.720931669	6.17E-05	0.076425502	0.182	0.698159695	0.000170163	9.16E-05	1.563716957	2.04E-05	0.000403	NaN	55.7709
172	0.690393728	4.66E-05	0.075296003	0	0.932860188	0.000162982	0.000116421	1.762290849	2.74E-07	8.97E-05	NaN	37.6474
173	0.707368209	1.11E-05	0.042603502	0	0.937953146	0.000153238	0.000107642	1.515106996	1.61E-06	6.69E-05	NaN	42.4538
174	0.719723332	9.39E-05	0.0054635	0	0.734447022	0.000178481	0.000109578	1.567265506	1.89E-05	0.00026	NaN	44.5872
175	0.705862303	6.30E-05	0.034350001	-0.001111889	0.845431072	0.000135589	0.000105971	1.603906983	5.51E-06	0.000182	NaN	56.9992
176	0	0	1.543686047	0.005065599	0.732749369	0.000178207	0.000140165	1.569728363	2.06E-06	0.000351	NaN	36.4007
