Shake Testing Results from Interface Testing												
Aug-13												
Data generation: Human's used interactive markers software to propose successful grasps												
"Hardware: WAM arm, Barrett hand"												
Grasp #	Point Arrangement	Triangle Size	Finger Extension	Finger Spread	Finger Limit	Perpendicular Symmetry	Parallel Symmetry	Skewness	Volume Object Enclosed	Wrench Space Volume	Epsilon	Energy
154	0.14350525	1.02E-06	0.0070985	0.007	1.101776637	0.000116167	0.000111771	1.598048906	1.61E-09	1.09E-05	NaN	46.8126
155	0.706965079	0.000212249	0.759178521	0.1722	0.912276149	0.000163354	9.42E-05	2.858712855	3.54E-05	0.000274	NaN	40.5258
156	0.817433789	8.74E-06	0.128008503	0.0345	0.881081779	0.000159926	0.000100447	1.688327969	1.07E-06	0.000208	NaN	47.4983
157	0.790594509	0.000162001	0.153150005	0.29315	0.744845146	0.000146056	0.000114707	1.585003252	1.59E-05	0.000744	NaN	50.714
158	0.588251912	6.45E-05	0.197529506	0.176922	0.962781318	0.000158975	0.000124489	1.702359651	6.11E-08	0.000135	NaN	40.2348
159	0	0	0.161884504	0.00707	0.986124043	0.000120021	0.000142244	1.463234155	2.28E-08	8.62E-05	NaN	49.232
160	0.859706181	0.000124401	0.045048501	0.263036	0.859648913	0.000159962	0.000122313	1.698038435	3.21E-06	0.000178	NaN	40.2519
161	0	0.000758013	0.207424507	0.54095	0.812326843	0.000201921	0.000195823	1.674361126	4.38E-06	0.000929	NaN	38.2357
162	0	0	1.287449304	0	0.878420903	0.000168818	0.000152997	1.582985975	0.000101255	2.07E-06	NaN	78.5924
163	0.741136616	6.05E-05	0.041311501	0.0793	0.911639529	0.000154812	0.000117308	1.669213648	1.13E-06	0.00011	NaN	41.6351
164	0	0	0.070622002	0.157	1.207243314	0.000148618	0.000132198	1.231550354	1.09E-07	0	NaN	45.623
165	0.520608639	4.93E-05	0.042392002	0.0074	0.950261129	0.000152909	0.000119931	1.594213192	5.50E-07	7.65E-05	NaN	42.6591
166	0.595267633	7.76E-05	0.019230501	1.072	0.824210412	0.000163786	9.04E-05	0.95742787	2.04E-05	7.13E-05	NaN	39.8578
167	0.442930877	7.76E-08	0.034346002	0.1846	1.018167239	0.000148554	0.000114032	1.673494798	4.52E-07	8.73E-05	NaN	43.0677
168	0.715406898	0.00016957	0.094464503	0.1588	0.803626372	0.000158447	0.000103682	1.50540596	1.58E-05	0.000222	NaN	48.2752
169	0.864202585	0.000195266	0.563114017	0.0522	0.805111819	0.000177587	0.000132125	2.146867631	4.93E-05	8.89E-05	NaN	46.7723
170	0.947977196	0.000299876	0.494988515	0.0193	0.881293986	0.000187963	0.000103278	1.454315807	1.47E-05	0.000806	NaN	35.7315
171	0.910894085	0.000215308	0.021924501	0.62439	0.77073435	0.000175192	9.27E-05	1.57427208	1.84E-05	0.000533	NaN	44.3338
172	0	0	2.642796265	2.866853985	0.587061249	0.000295	0.0004175	1.335231648	0	2.28E-05	NaN	78.5984
173	0	0.003687902	1.147612535	2.22E-16	0.32149299	0.00023005	0.000216727	2.804600756	7.64E-07	0.000405	NaN	58.3155
